00601,101919137,Adjuntas,
00602,1125928711,Aguada,
00603,101919017,Aguadilla,
00606,1125932395,Maricao,
00610,1125906139,Añasco,
00612,101919135,Arecibo,
00616,101919127,Bajadero,
00617,101919157,Barceloneta,
00622,1125804911,Boqueron,
00623,101919039,Cabo Rojo,
00624,1125875661,Peñuelas,
00627,101918937,Camuy,
00631,101918963,Lares,
00637,1125948797,Sabana Grande,
00638,101919179,Ciales,
00641,101919023,Utuado,
00646,101919291,Dorado,
00647,1125993449,Ensenada,
00650,1125771013,Florida,
00652,1125838339,Garrochales,
00653,1125913019,Guánica,
00656,101919369,Guayanilla,
00659,101919275,Hatillo,
00660,101919265,Hormigueros,
00662,101919277,Isabela,
00664,101919253,Jayuya,
00667,1126038535,Lajas,
00669,101918963,Lares,
00670,1125919787,Las Marías,
00674,1125993505,Manatí,
00676,101919385,Moca,
00677,1125848679,Rincon,
00678,101919295,Quebradillas,
00680,1125983307,Mayagüez,
00682,1125983307,Mayagüez,
00683,1125961147,San Germán,
00685,1125849693,San Sebastián,
00687,101919111,Morovis,
00688,1125919857,Sabana Hoyos,
00690,1125948819,San Antonio,
00692,1126004955,Vega Alta,
00693,1125917873,Vega Baja,
00694,1125917873,Vega Baja,
00698,101919405,Yauco,
00703,1125895517,Aguas Buenas,
00704,101919423,Salinas,
00705,101919147,Aibonito,
00707,101919215,Maunabo,
00714,101919057,Arroyo,
00715,1125784209,Mercedita,
00716,101918891,Ponce,
00717,101918891,Ponce,
00718,1125766919,Naguabo,
00719,101919383,Naranjito,
00720,1125810191,Orocovis,
00723,101918913,Patillas,
00725,101919173,Caguas,
00727,101919173,Caguas,
00728,101918891,Ponce,
00729,1125876799,Canóvanas,
00730,101918891,Ponce,
00731,101918891,Ponce,
00735,1126038509,Ceiba,
00736,101919201,Cayey,
00738,101918905,Fajardo,
00739,101919103,Cidra,
00740,101918905,Fajardo,
00741,1125913107,Punta Santiago,
00745,1125848697,Río Grande,
00751,101919423,Salinas,
00754,1125840305,San Lorenzo,
00757,1125875703,Santa Isabel,
00765,1125775515,Vieques,
00766,1126004963,Villalba,
00767,101918971,Yabucoa,
00769,101918947,Coamo,
00771,1125876223,Las Piedras,
00772,1126006081,Loíza,
00773,101918919,Luquillo,
00775,101919287,Culebra,
00777,101918861,Juncos,
00778,101919363,Gurabo,
00780,1126004889,Coto Laurel,
00782,1125884329,Comerío,
00783,101919089,Corozal,
00784,101919309,Guayama,
00786,101919147,Aibonito,
00791,101919245,Humacao,
00794,101919193,Barranquitas,
00795,101919349,Juana Díaz,
00901,1126038493,San Juan,
00906,1126038493,San Juan,
00907,1126038493,San Juan,
00909,1126038493,San Juan,
00911,1126038493,San Juan,
00912,1126038493,San Juan,
00913,1126038493,San Juan,
00915,1126038493,San Juan,
00917,1126038493,San Juan,
00918,1126038493,San Juan,
00920,1126038493,San Juan,
00921,1126038493,San Juan,
00923,1126038493,San Juan,
00924,1126038493,San Juan,
00925,1126038493,San Juan,
00926,1126038493,San Juan,
00927,1126038493,San Juan,
00934,101919293,Guaynabo,
00936,1126038493,San Juan,
00949,1125932541,Toa Baja,
00950,1125932541,Toa Baja,
00951,1125932541,Toa Baja,
00952,1125800075,Sabana Seca,
00953,1125968257,Toa Alta,
00956,1125804903,Bayamón,
00957,1125804903,Bayamón,
00959,1125804903,Bayamón,
00960,1125804903,Bayamón,
00961,1125804903,Bayamón,
00962,1125941309,Cataño,
00965,101919293,Guaynabo,
00966,101919293,Guaynabo,
00968,101919293,Guaynabo,
00969,101919293,Guaynabo,
00971,101919293,Guaynabo,
00976,1125968271,Trujillo Alto,
00979,101919197,Carolina,
00982,101919197,Carolina,
00983,101919197,Carolina,
00985,101919197,Carolina,
00987,101919197,Carolina,
