ТП-406-1	101859933	Nadvirna		locality	11
ТП-405-2	101859933	Nadvirna		locality	8
ТП 469-2	101859933	Nadvirna		locality	5
ТП-405-1	101859933	Nadvirna		locality	3
ТП-505-2	101859933	Nadvirna		locality	3
ТП-565-2	101859933	Nadvirna		locality	3
ТП463-1	101859933	Nadvirna		locality	3
ТП 215-5	101859933	Nadvirna		locality	2
ТП 420-3	101859933	Nadvirna		locality	2
ТП 421-1	101859933	Nadvirna		locality	2
ТП 421-3	101859933	Nadvirna		locality	2
ТП 421-9	101859933	Nadvirna		locality	2
ТП-454-15	101859933	Nadvirna		locality	2
ТП-509-1	101859933	Nadvirna		locality	2
ТП404-8	101859933	Nadvirna		locality	2
ТП408-15	101859933	Nadvirna		locality	2
ТП408-4	101859933	Nadvirna		locality	2
ТП413-6	101859933	Nadvirna		locality	2
ТП489-3	101859933	Nadvirna		locality	2
Північний	101864469	Varash		locality	1
ТП 215-2	101859933	Nadvirna		locality	1
ТП 215-3	101859933	Nadvirna		locality	1
ТП 421-10	101859933	Nadvirna		locality	1
ТП-406-4	101859933	Nadvirna		locality	1
ТП-424-11	101859933	Nadvirna		locality	1
ТП-424-13	101859933	Nadvirna		locality	1
ТП-493-1	101859933	Nadvirna		locality	1
ТП-493-7	101859933	Nadvirna		locality	1
ТП-505-1	101859933	Nadvirna		locality	1
ТП403-16	101859933	Nadvirna		locality	1
ТП403-6	101859933	Nadvirna		locality	1
ТП404-6	101859933	Nadvirna		locality	1
ТП408-11	101859933	Nadvirna		locality	1
ТП408-13	101859933	Nadvirna		locality	1
ТП408-18	101859933	Nadvirna		locality	1
ТП408-2	101859933	Nadvirna		locality	1
ТП408-5	101859933	Nadvirna		locality	1
ТП409-14	101859933	Nadvirna		locality	1
ТП409-16	101859933	Nadvirna		locality	1
ТП409-23	101859933	Nadvirna		locality	1
ТП413-3	101859933	Nadvirna		locality	1
ТП436-15	101859933	Nadvirna		locality	1
ТП436-4	101859933	Nadvirna		locality	1
ТП436-8	101859933	Nadvirna		locality	1
ТП471-1	101859933	Nadvirna		locality	1
ТП489-12	101859933	Nadvirna		locality	1
ТП489-13	101859933	Nadvirna		locality	1
ТП489-19	101859933	Nadvirna		locality	1
ТП489-6	101859933	Nadvirna		locality	1
ТП489-8	101859933	Nadvirna		locality	1
22-530	1360253207	Zabolottya		locality	80
22-440	1327203731	Grabnik		locality	2
22-640	1243609611	Pavlivka		locality	1
37-723	1209487903	Staryava		locality	17
0680	101752489	Kiev City	KC	locality	1
01000	101752489	Kiev City	KC	locality	1
01001	101752489	Kiev City	KC	locality	1
01001	1259454109	Nebelytsya		locality	1
01004	101752489	Kiev City	KC	locality	1
01033	101752489	Kiev City	KC	locality	1
01042	101752489	Kiev City	KC	locality	2
01196	101752489	Kiev City	KC	locality	1
02000	101752489	Kiev City	KC	locality	5
02002	101752489	Kiev City	KC	locality	4
02005	101752489	Kiev City	KC	locality	1
02034	101752489	Kiev City	KC	locality	1
02059	101752489	Kiev City	KC	locality	1
02068	101752489	Kiev City	KC	locality	2
02081	101752489	Kiev City	KC	locality	2
02090	101752489	Kiev City	KC	locality	1
02094	101752489	Kiev City	KC	locality	1
02097	101752489	Kiev City	KC	locality	1
02098	101752489	Kiev City	KC	locality	1
02121	101752489	Kiev City	KC	locality	1
02139	101752489	Kiev City	KC	locality	1
02149	101752489	Kiev City	KC	locality	3
02156	101752489	Kiev City	KC	locality	2
02183	101752489	Kiev City	KC	locality	1
