81127	101847733	Kuršėnai		locality	123
81130	101847733	Kuršėnai		locality	144
81131	101847733	Kuršėnai		locality	39
81133	101847733	Kuršėnai		locality	4
81134	101847733	Kuršėnai		locality	217
81135	101847733	Kuršėnai		locality	178
81136	101847733	Kuršėnai		locality	50
81137	101847733	Kuršėnai		locality	71
81140	101847733	Kuršėnai		locality	83
81141	101847733	Kuršėnai		locality	202
81142	101847733	Kuršėnai		locality	123
81145	101847733	Kuršėnai		locality	62
81146	101847733	Kuršėnai		locality	81
81147	101847733	Kuršėnai		locality	78
81148	101847733	Kuršėnai		locality	3
81149	101847733	Kuršėnai		locality	6
81150	101847733	Kuršėnai		locality	3
81151	101847733	Kuršėnai		locality	10
81152	101847733	Kuršėnai		locality	49
81153	101847733	Kuršėnai		locality	10
81154	101847733	Kuršėnai		locality	32
81155	101847733	Kuršėnai		locality	11
81156	101847733	Kuršėnai		locality	50
81157	101847733	Kuršėnai		locality	7
81160	101847733	Kuršėnai		locality	6
81161	101847733	Kuršėnai		locality	5
81162	101847733	Kuršėnai		locality	1
81163	101847733	Kuršėnai		locality	47
81164	101847733	Kuršėnai		locality	145
81165	101847733	Kuršėnai		locality	14
81168	101847733	Kuršėnai		locality	55
81171	101847733	Kuršėnai		locality	97
81174	101847733	Kuršėnai		locality	144
81177	101847733	Kuršėnai		locality	44
81178	101847733	Kuršėnai		locality	52
81181	101847733	Kuršėnai		locality	92
81182	101847733	Kuršėnai		locality	109
81183	101847733	Kuršėnai		locality	55
81184	101847733	Kuršėnai		locality	136
81185	101847733	Kuršėnai		locality	108
81186	101847733	Kuršėnai		locality	64
81189	101847733	Kuršėnai		locality	56
81192	101847733	Kuršėnai		locality	28
81193	101847733	Kuršėnai		locality	125
81194	101847733	Kuršėnai		locality	27
81197	101847733	Kuršėnai		locality	176
81200	101847733	Kuršėnai		locality	110
81201	101847733	Kuršėnai		locality	48
81416	101817231	Gruzdžiai		locality	53
81417	101817231	Gruzdžiai		locality	79
81418	101817231	Gruzdžiai		locality	104
81419	101817231	Gruzdžiai		locality	167
81420	101817231	Gruzdžiai		locality	25
81421	101817231	Gruzdžiai		locality	55
81422	101817231	Gruzdžiai		locality	11
82001	101818069	Radviliškis		locality	1
82127	101818069	Radviliškis		locality	11
82128	101818069	Radviliškis		locality	1
82129	101818069	Radviliškis		locality	7
82133	101818069	Radviliškis		locality	3
82134	101818069	Radviliškis		locality	2
82135	101818069	Radviliškis		locality	2
82143	101818069	Radviliškis		locality	1
82144	101818069	Radviliškis		locality	1
82164	101818069	Radviliškis		locality	5
82165	101818069	Radviliškis		locality	7
82168	101818069	Radviliškis		locality	2
82174	101818069	Radviliškis		locality	2
82177	101818069	Radviliškis		locality	3
82233	101817209	Šeduva		locality	1
83139	101818117	Pakruojis		locality	1
83143	101818117	Pakruojis		locality	1
83150	101818117	Pakruojis		locality	1
83154	101818117	Pakruojis		locality	1
84001	101818131	Joniškis		locality	1
84103	101818131	Joniškis		locality	7
84104	101818131	Joniškis		locality	4
84106	101818131	Joniškis		locality	15
84108	101818131	Joniškis		locality	5
84109	101818131	Joniškis		locality	54
84114	101818131	Joniškis		locality	17
84122	101818131	Joniškis		locality	57
84143	101818131	Joniškis		locality	28
84144	101818131	Joniškis		locality	1
84148	101818131	Joniškis		locality	2
84152	101818131	Joniškis		locality	1
85114	101817245	Naujoji Akmenė		locality	1
85234	101817249	Papilė		locality	40
85235	101817249	Papilė		locality	9
85239	101817249	Papilė		locality	5
85240	101817249	Papilė		locality	15
85241	101817249	Papilė		locality	15
85242	101817249	Papilė		locality	184
85243	101817249	Papilė		locality	28
85244	101817249	Papilė		locality	27
85245	101817249	Papilė		locality	52
85248	101817249	Papilė		locality	15
85367	101817247	Akmenė		locality	1
86001	101817199	Kelmė		locality	1
86111	101817199	Kelmė		locality	2
86125	101817199	Kelmė		locality	1
86136	101817199	Kelmė		locality	3
86137	101817199	Kelmė		locality	7
86140	101817199	Kelmė		locality	4
86142	101817199	Kelmė		locality	1
86147	101817199	Kelmė		locality	15
86161	101817199	Kelmė		locality	1
86162	101817199	Kelmė		locality	1
86163	101817199	Kelmė		locality	4
86167	101817199	Kelmė		locality	6
86169	101817199	Kelmė		locality	2
86177	101817199	Kelmė		locality	3
86343	101817201	Užventis		locality	128
86345	101817201	Užventis		locality	39
86346	101817201	Užventis		locality	106
86348	101817201	Užventis		locality	66
86484	101818065	Tytuvėnai		locality	1
86486	101818065	Tytuvėnai		locality	1
86494	101818065	Tytuvėnai		locality	2
87101	101818085	Telšiai		locality	1
87116	101818085	Telšiai		locality	1
87123	101818085	Telšiai		locality	1
87127	101818085	Telšiai		locality	1
87130	101818085	Telšiai		locality	2
87131	101818085	Telšiai		locality	1
87134	101818085	Telšiai		locality	1
87333	101818085	Telšiai		locality	1
87337	101818085	Telšiai		locality	9
87338	101818085	Telšiai		locality	1
87340	101818085	Telšiai		locality	4
87341	101818085	Telšiai		locality	7
87342	101818085	Telšiai		locality	2
87343	101818085	Telšiai		locality	4
87344	101818085	Telšiai		locality	3
87345	101818085	Telšiai		locality	5
87348	101818085	Telšiai		locality	4
87352	101818085	Telšiai		locality	8
87353	101818085	Telšiai		locality	2
87354	101818085	Telšiai		locality	1
87355	101818085	Telšiai		locality	4
87357	101818085	Telšiai		locality	3
87381	101818085	Telšiai		locality	1
88151	101817227	Tryškiai		locality	2
88318	101818087	Varniai		locality	1
89094	101817241	Viekšniai		locality	2
89100	101818109	Mažeikiai		locality	40
89101	101818109	Mažeikiai		locality	33
89102	101818109	Mažeikiai		locality	35
89103	101818109	Mažeikiai		locality	44
89104	101818109	Mažeikiai		locality	43
89105	101818109	Mažeikiai		locality	5
89107	101818109	Mažeikiai		locality	6
89108	101818109	Mažeikiai		locality	2
89109	101818109	Mažeikiai		locality	4
89110	101818109	Mažeikiai		locality	4
89111	101818109	Mažeikiai		locality	9
89112	101818109	Mažeikiai		locality	14
89113	101818109	Mažeikiai		locality	15
89114	101818109	Mažeikiai		locality	2
89115	101818109	Mažeikiai		locality	3
89116	101818109	Mažeikiai		locality	6
89117	101818109	Mažeikiai		locality	4
89118	101818109	Mažeikiai		locality	5
89119	101818109	Mažeikiai		locality	14
89122	101818109	Mažeikiai		locality	5
89124	101818109	Mažeikiai		locality	10
89125	101818109	Mažeikiai		locality	4
89126	101818109	Mažeikiai		locality	31
89127	101818109	Mažeikiai		locality	3
89128	101818109	Mažeikiai		locality	5
89130	101818109	Mažeikiai		locality	6
89131	101818109	Mažeikiai		locality	5
89132	101818109	Mažeikiai		locality	7
89133	101818109	Mažeikiai		locality	6
89134	101818109	Mažeikiai		locality	4
89135	101818109	Mažeikiai		locality	5
89136	101818109	Mažeikiai		locality	3
89137	101818109	Mažeikiai		locality	3
89138	101818109	Mažeikiai		locality	4
89139	101818109	Mažeikiai		locality	2
89140	101818109	Mažeikiai		locality	4
89141	101818109	Mažeikiai		locality	2
89142	101818109	Mažeikiai		locality	184
89143	101818109	Mažeikiai		locality	64
89144	101818109	Mažeikiai		locality	115
89145	101818109	Mažeikiai		locality	95
89146	101818109	Mažeikiai		locality	29
89147	101818109	Mažeikiai		locality	5
89148	101818109	Mažeikiai		locality	2
89149	101818109	Mažeikiai		locality	6
89150	101818109	Mažeikiai		locality	5
89151	101818109	Mažeikiai		locality	6
89152	101818109	Mažeikiai		locality	3
89153	101818109	Mažeikiai		locality	7
89154	101818109	Mažeikiai		locality	6
89156	101818109	Mažeikiai		locality	2
89157	101818109	Mažeikiai		locality	2
89158	101818109	Mažeikiai		locality	6
89159	101818109	Mažeikiai		locality	3
89160	101818109	Mažeikiai		locality	3
89161	101818109	Mažeikiai		locality	4
89162	101818109	Mažeikiai		locality	8
89163	101818109	Mažeikiai		locality	12
89164	101818109	Mažeikiai		locality	7
89165	101818109	Mažeikiai		locality	7
89166	101818109	Mažeikiai		locality	5
89167	101818109	Mažeikiai		locality	2
89169	101818109	Mažeikiai		locality	12
89170	101818109	Mažeikiai		locality	4
89171	101818109	Mažeikiai		locality	4
89172	101818109	Mažeikiai		locality	5
89173	101818109	Mažeikiai		locality	3
89174	101818109	Mažeikiai		locality	6
89175	101818109	Mažeikiai		locality	4
89176	101818109	Mažeikiai		locality	3
89177	101818109	Mažeikiai		locality	4
89178	101818109	Mažeikiai		locality	4
89179	101818109	Mažeikiai		locality	4
89180	101818109	Mažeikiai		locality	4
89181	101818109	Mažeikiai		locality	3
89182	101818109	Mažeikiai		locality	7
89183	101818109	Mažeikiai		locality	5
89184	101818109	Mažeikiai		locality	3
89185	101818109	Mažeikiai		locality	5
89186	101818109	Mažeikiai		locality	4
89187	101818109	Mažeikiai		locality	6
89188	101818109	Mažeikiai		locality	6
89189	101818109	Mažeikiai		locality	17
89190	101818109	Mažeikiai		locality	24
89191	101818109	Mažeikiai		locality	18
89200	101818109	Mažeikiai		locality	40
89212	101818109	Mažeikiai		locality	23
89213	101818109	Mažeikiai		locality	375
89214	101818109	Mažeikiai		locality	124
89215	101818109	Mažeikiai		locality	146
89216	101818109	Mažeikiai		locality	83
89217	101818109	Mažeikiai		locality	30
89218	101818109	Mažeikiai		locality	9
89219	101818109	Mažeikiai		locality	180
89220	101818109	Mažeikiai		locality	5
89221	101818109	Mažeikiai		locality	94
89222	101818109	Mažeikiai		locality	83
89223	101818109	Mažeikiai		locality	152
89224	101818109	Mažeikiai		locality	48
89225	101818109	Mažeikiai		locality	33
89226	101818109	Mažeikiai		locality	18
89227	101818109	Mažeikiai		locality	259
89228	101818109	Mažeikiai		locality	124
89229	101818109	Mažeikiai		locality	149
89230	101818109	Mažeikiai		locality	1
89231	101818109	Mažeikiai		locality	44
89232	101818109	Mažeikiai		locality	54
89233	101818109	Mažeikiai		locality	115
89234	101818109	Mažeikiai		locality	51
89235	101818109	Mažeikiai		locality	79
89238	101818109	Mažeikiai		locality	14
89239	101818109	Mažeikiai		locality	32
89300	101818109	Mažeikiai		locality	102
89304	101818109	Mažeikiai		locality	85
89305	101818109	Mažeikiai		locality	59
89306	101818109	Mažeikiai		locality	12
89307	101818109	Mažeikiai		locality	6
89308	101818109	Mažeikiai		locality	4
89312	101818109	Mažeikiai		locality	187
89315	101818109	Mažeikiai		locality	4
89488	101817241	Viekšniai		locality	8
89489	101817241	Viekšniai		locality	1
89490	101817241	Viekšniai		locality	39
89491	101817241	Viekšniai		locality	8
89492	101817241	Viekšniai		locality	49
89496	101817201	Užventis		locality	12
90036	101817223	Plateliai		locality	1
90113	101818083	Plungė		locality	11
90117	101818083	Plungė		locality	1
90121	101818083	Plungė		locality	27
90143	101818083	Plungė		locality	2
90167	101818083	Plungė		locality	11
90168	101818083	Plungė		locality	24
90311	101817197	Rietavas		locality	2
90420	101817223	Plateliai		locality	5
91001	101752747	Klaipėda		locality	3
91101	101752747	Klaipėda		locality	1
91107	101752747	Klaipėda		locality	3
91108	101752747	Klaipėda		locality	1
91109	101752747	Klaipėda		locality	2
91110	101752747	Klaipėda		locality	1
91111	101752747	Klaipėda		locality	1
91112	101752747	Klaipėda		locality	6
91116	101752747	Klaipėda		locality	1
91117	101752747	Klaipėda		locality	1
91118	101752747	Klaipėda		locality	1
91120	101752747	Klaipėda		locality	4
91121	101752747	Klaipėda		locality	2
91124	101752747	Klaipėda		locality	1
91126	101752747	Klaipėda		locality	6
91130	101752747	Klaipėda		locality	3
91132	101752747	Klaipėda		locality	3
91139	101752747	Klaipėda		locality	1
91140	101752747	Klaipėda		locality	1
91144	101752747	Klaipėda		locality	2
91148	101752747	Klaipėda		locality	1
91149	101752747	Klaipėda		locality	3
91151	101752747	Klaipėda		locality	1
91152	101752747	Klaipėda		locality	3
91153	101752747	Klaipėda		locality	1
91157	101752747	Klaipėda		locality	2
91159	101752747	Klaipėda		locality	2
91166	101752747	Klaipėda		locality	2
91168	101752747	Klaipėda		locality	1
91170	101752747	Klaipėda		locality	1
91172	101752747	Klaipėda		locality	1
91173	101752747	Klaipėda		locality	2
91174	101752747	Klaipėda		locality	2
91175	101752747	Klaipėda		locality	2
91176	101752747	Klaipėda		locality	1
91177	101752747	Klaipėda		locality	3
91181	101752747	Klaipėda		locality	4
91190	101752747	Klaipėda		locality	2
91199	101752747	Klaipėda		locality	1
91200	101752747	Klaipėda		locality	2
91203	101752747	Klaipėda		locality	1
91207	101752747	Klaipėda		locality	2
91208	101752747	Klaipėda		locality	1
91213	101752747	Klaipėda		locality	1
91223	101752747	Klaipėda		locality	1
91225	101752747	Klaipėda		locality	1
91230	101752747	Klaipėda		locality	1
91232	101752747	Klaipėda		locality	2
91234	101752747	Klaipėda		locality	2
91235	101752747	Klaipėda		locality	1
91239	101752747	Klaipėda		locality	3
91240	101752747	Klaipėda		locality	1
91241	101752747	Klaipėda		locality	2
91245	101752747	Klaipėda		locality	1
91246	101752747	Klaipėda		locality	4
91247	101752747	Klaipėda		locality	4
91248	101752747	Klaipėda		locality	1
91249	101752747	Klaipėda		locality	5
91250	101752747	Klaipėda		locality	6
91251	101752747	Klaipėda		locality	2
91252	101752747	Klaipėda		locality	13
91253	101752747	Klaipėda		locality	3
91255	101752747	Klaipėda		locality	1
91264	101752747	Klaipėda		locality	1
91267	101752747	Klaipėda		locality	1
91270	101752747	Klaipėda		locality	11
91274	101752747	Klaipėda		locality	5
92100	101752747	Klaipėda		locality	4
92101	101752747	Klaipėda		locality	4
92106	101752747	Klaipėda		locality	8
92107	101752747	Klaipėda		locality	12
92111	101752747	Klaipėda		locality	1
92113	101752747	Klaipėda		locality	7
92114	101752747	Klaipėda		locality	7
92118	101752747	Klaipėda		locality	1
92122	101752747	Klaipėda		locality	1
92123	101752747	Klaipėda		locality	1
92125	101752747	Klaipėda		locality	3
92127	101752747	Klaipėda		locality	3
92129	101752747	Klaipėda		locality	5
92131	101752747	Klaipėda		locality	1
92138	101752747	Klaipėda		locality	10
92140	101752747	Klaipėda		locality	1
92141	101752747	Klaipėda		locality	2
92144	101752747	Klaipėda		locality	1
92145	101752747	Klaipėda		locality	10
92191	101752747	Klaipėda		locality	9
92192	101752747	Klaipėda		locality	7
92195	101752747	Klaipėda		locality	7
92196	101752747	Klaipėda		locality	2
92219	101752747	Klaipėda		locality	8
92220	101752747	Klaipėda		locality	1
92221	101752747	Klaipėda		locality	1
92224	101752747	Klaipėda		locality	1
92226	101752747	Klaipėda		locality	2
92227	101752747	Klaipėda		locality	1
92228	101752747	Klaipėda		locality	5
92229	101752747	Klaipėda		locality	1
92231	101752747	Klaipėda		locality	5
92232	101752747	Klaipėda		locality	1
92238	101752747	Klaipėda		locality	6
92246	101752747	Klaipėda		locality	2
92247	101752747	Klaipėda		locality	1
92249	101752747	Klaipėda		locality	1
92258	101752747	Klaipėda		locality	1
92260	101752747	Klaipėda		locality	1
92278	101752747	Klaipėda		locality	2
92281	101752747	Klaipėda		locality	67
92282	101752747	Klaipėda		locality	4
92282	1125805729	Karklė		locality	1
92290	101752747	Klaipėda		locality	1
92296	101752747	Klaipėda		locality	1
92304	101752747	Klaipėda		locality	3
92307	101752747	Klaipėda		locality	3
92317	101752747	Klaipėda		locality	1
92329	101752747	Klaipėda		locality	1
92380	1125932207	Kukuliskiai		locality	8
92383	1125805729	Karklė		locality	5
93012	101818037	Neringa (Nida)		locality	1
93100	101752747	Klaipėda		locality	3
93101	101847731	Juodkrantė		locality	2
93102	101847731	Juodkrantė		locality	1
93104	101847729	Neringa (Pervalka)		locality	1
93121	101818037	Neringa (Nida)		locality	1
93123	101818037	Neringa (Nida)		locality	8
93124	101818037	Neringa (Nida)		locality	2
93129	101752747	Klaipėda		locality	1
93146	101752747	Klaipėda		locality	3
93153	101752747	Klaipėda		locality	2
93159	101752747	Klaipėda		locality	1
93166	101752747	Klaipėda		locality	1
93172	101752747	Klaipėda		locality	1
93173	101752747	Klaipėda		locality	1
93179	101752747	Klaipėda		locality	1
93194	101752747	Klaipėda		locality	1
93197	101752747	Klaipėda		locality	1
93198	101752747	Klaipėda		locality	1
93202	101752747	Klaipėda		locality	2
93219	101752747	Klaipėda		locality	1
93221	101752747	Klaipėda		locality	1
93234	101752747	Klaipėda		locality	2
93248	101752747	Klaipėda		locality	1
93251	101752747	Klaipėda		locality	1
93263	101752747	Klaipėda		locality	1
94101	101752747	Klaipėda		locality	3
94102	101752747	Klaipėda		locality	1
94103	101752747	Klaipėda		locality	6
94105	101752747	Klaipėda		locality	1
94106	101752747	Klaipėda		locality	1
94107	101752747	Klaipėda		locality	2
94112	101752747	Klaipėda		locality	1
94122	101752747	Klaipėda		locality	2
94125	101752747	Klaipėda		locality	1
94126	101752747	Klaipėda		locality	1
94127	101752747	Klaipėda		locality	1
94130	101752747	Klaipėda		locality	1
94133	101752747	Klaipėda		locality	1
94145	101752747	Klaipėda		locality	1
94160	101752747	Klaipėda		locality	1
94167	101752747	Klaipėda		locality	3
94187	101752747	Klaipėda		locality	1
94188	101752747	Klaipėda		locality	1
94208	101752747	Klaipėda		locality	1
94215	101752747	Klaipėda		locality	1
94222	101752747	Klaipėda		locality	3
94223	101752747	Klaipėda		locality	2
94235	101752747	Klaipėda		locality	1
94237	101752747	Klaipėda		locality	1
94240	101752747	Klaipėda		locality	1
94245	101752747	Klaipėda		locality	1
94249	101752747	Klaipėda		locality	1
94257	101752747	Klaipėda		locality	1
94348	101752747	Klaipėda		locality	1
95107	101752747	Klaipėda		locality	1
95112	101752747	Klaipėda		locality	1
95120	101752747	Klaipėda		locality	1
95124	101752747	Klaipėda		locality	1
95129	101752747	Klaipėda		locality	1
95134	101752747	Klaipėda		locality	1
95135	101752747	Klaipėda		locality	3
95140	101752747	Klaipėda		locality	1
95146	101752747	Klaipėda		locality	8
95154	101752747	Klaipėda		locality	2
95186	101752747	Klaipėda		locality	1
95197	101752747	Klaipėda		locality	1
95203	101752747	Klaipėda		locality	2
95206	101752747	Klaipėda		locality	1
95214	101752747	Klaipėda		locality	1
95247	101752747	Klaipėda		locality	1
95345	101752747	Klaipėda		locality	168
95367	101752747	Klaipėda		locality	9
95496	101817191	Dovilai		locality	22
96105	101817195	Gargždai		locality	1
96122	101817195	Gargždai		locality	2
96123	101817195	Gargždai		locality	1
96127	101817195	Gargždai		locality	1
96135	101817195	Gargždai		locality	2
96136	101817195	Gargždai		locality	3
96138	101817195	Gargždai		locality	2
96155	101817195	Gargždai		locality	3
96178	101817195	Gargždai		locality	1
96210	101818063	Vėžaičiai		locality	105
96211	101818063	Vėžaičiai		locality	35
96214	101818063	Vėžaičiai		locality	121
96216	101818063	Vėžaičiai		locality	58
96217	101818063	Vėžaičiai		locality	25
96219	101818063	Vėžaičiai		locality	12
96222	101817191	Dovilai		locality	3
96225	101817191	Dovilai		locality	79
96276	101818061	Veiviržėnai		locality	3
96340	101817193	Priekulė		locality	122
96341	101817193	Priekulė		locality	103
96342	101817193	Priekulė		locality	8
96345	101817193	Priekulė		locality	14
96350	101817193	Priekulė		locality	53
96356	101817193	Priekulė		locality	21
97104	101817213	Kretinga		locality	2
97121	101817213	Kretinga		locality	1
97126	101817213	Kretinga		locality	1
97131	101817213	Kretinga		locality	1
97262	101818075	Darbėnai		locality	106
97263	101818075	Darbėnai		locality	89
97264	101818075	Darbėnai		locality	118
97265	101818075	Darbėnai		locality	78
97266	101818075	Darbėnai		locality	59
97269	101818075	Darbėnai		locality	5
98116	101818103	Skuodas		locality	1
98117	101818103	Skuodas		locality	1
98120	101818103	Skuodas		locality	1
98123	101818103	Skuodas		locality	4
98124	101818103	Skuodas		locality	3
98125	101818103	Skuodas		locality	12
98128	101818103	Skuodas		locality	16
98159	101818103	Skuodas		locality	3
98160	101818103	Skuodas		locality	1
98271	101817237	Mosėdis		locality	1
98348	101818101	Ylakiai		locality	1
99114	101818029	Šilutė		locality	1
99116	101818029	Šilutė		locality	3
99117	101818029	Šilutė		locality	5
99123	101818029	Šilutė		locality	1
99132	101818029	Šilutė		locality	2
99133	101818029	Šilutė		locality	3
99141	101818029	Šilutė		locality	1
99144	101818029	Šilutė		locality	10
99146	101818029	Šilutė		locality	35
99147	101818029	Šilutė		locality	1
99148	101818029	Šilutė		locality	14
99149	101818029	Šilutė		locality	1
99162	101818029	Šilutė		locality	1
99170	101818029	Šilutė		locality	3
99171	101818029	Šilutė		locality	2
99175	101818029	Šilutė		locality	1
99179	101818029	Šilutė		locality	3
99184	101818029	Šilutė		locality	2
99185	101818029	Šilutė		locality	6
99207	101818031	Žemaičių Naumiestis		locality	2
99290	101817991	Pagėgiai		locality	1
99350	101818033	Rusnė		locality	13
99431	101818027	Vainutas		locality	1
331111	101818049	Molėtai		locality	3
331112	101818049	Molėtai		locality	1
